Wall time,Step,Value
1520429362.868486,0,0.32766786217689514
1520429375.362896,1,0.36416828632354736
1520429387.0171268,2,0.3758707046508789
1520429401.008202,3,0.38478684425354004
1520429415.7609909,4,0.3870158791542053
1520429430.5497742,5,0.39593201875686646
1520429449.4334369,6,0.3976037800312042
1520429469.006515,7,0.40596267580986023
1520429485.131677,8,0.40596267580986023
1520429501.8606138,9,0.40317636728286743
1520429518.4207659,10,0.41153523325920105
1520429536.122457,11,0.40874895453453064
1520429551.9147809,12,0.41627195477485657
1520429569.8235981,13,0.4182223379611969
1520429586.562582,14,0.42128726840019226
1520429603.4104068,15,0.42268040776252747
1520429622.6465569,16,0.42295902967453003
1520429641.068309,17,0.4302034080028534
1520429656.6488068,18,0.4279743731021881
1520429671.67916,19,0.4366118609905243
1520429688.269529,20,0.4324324429035187
1520429706.53734,21,0.43187516927719116
1520429722.7041862,22,0.4407913088798523
1520429740.168612,23,0.43967679142951965
1520429757.281615,24,0.44190582633018494
1520429774.3499641,25,0.43605461716651917
1520429790.595202,26,0.4441348612308502
1520429807.607326,27,0.44469210505485535
1520429826.532795,28,0.4421844482421875
1520429843.5094411,29,0.4477570354938507
1520429856.3129978,30,0.43911951780319214
1520429867.262958,31,0.45082196593284607
1520429878.495636,32,0.44692113995552063
1520429891.476199,33,0.4471997916698456
1520429904.35644,34,0.44747841358184814
1520429911.3381171,35,0.4513792097568512
1520429918.3927839,36,0.4444134831428528
1520429924.74817,37,0.4491501748561859
1520429931.604727,38,0.4463638961315155
1520429938.3897128,39,0.45305100083351135
