Wall time,Step,Value
1520450244.1018705,0,0.3505154550075531
1520450250.0047357,1,0.3828364312648773
1520450255.940755,2,0.392031192779541
1520450261.8151162,3,0.40930622816085815
1520450267.730655,4,0.40735581517219543
1520450273.5688615,5,0.4154360592365265
1520450279.417132,6,0.41794371604919434
1520450285.2651098,7,0.4237949252128601
1520450291.122029,8,0.4321537911891937
1520450296.9411242,9,0.43911951780319214
1520450302.7646296,10,0.4399554133415222
1520450308.593856,11,0.44246307015419006
1520450314.4080129,12,0.44469210505485535
1520450320.2090223,13,0.4455280005931854
1520450326.0640953,14,0.45026469230651855
1520450331.8513193,15,0.44747841358184814
1520450337.6636214,16,0.4513792097568512
1520450343.4822574,17,0.4561159014701843
1520450349.3036954,18,0.45305100083351135
1520450355.1192093,19,0.45082196593284607
1520450360.9418151,20,0.45667317509651184
1520450366.7635517,21,0.45583727955818176
1520450372.5518203,22,0.4633602797985077
1520450378.3514497,23,0.46503204107284546
1520450384.177957,24,0.4611312448978424
1520450389.9939778,25,0.46085259318351746
1520450395.8315818,26,0.45723041892051697
1520450401.6605527,27,0.4597380757331848
1520450407.479314,28,0.46085259318351746
1520450413.3084404,29,0.46586793661117554
1520450419.1070204,30,0.4689328372478485
1520450424.9079754,31,0.4625243842601776
1520450430.72017,32,0.4619671106338501
