Wall time,Step,Value
1520350006.6791186,0,0.3365840017795563
1520350009.0909295,1,0.36500418186187744
1520350011.51598,2,0.3753134608268738
1520350013.9090092,3,0.3850654661655426
1520350016.3397439,4,0.39871829748153687
1520350018.7311277,5,0.4017832279205322
1520350021.1332211,6,0.4020618498325348
1520350023.4999115,7,0.41348564624786377
1520350025.8491468,8,0.4146001636981964
1520350028.19459,9,0.4196154773235321
1520350030.5610404,10,0.41627195477485657
1520350032.9309683,11,0.4302034080028534
1520350035.3221283,12,0.4302034080028534
1520350037.7328296,13,0.4260239601135254
1520350040.1142008,14,0.38395094871520996
1520350042.497872,15,0.4090275764465332
1520350044.9273274,16,0.4204513728618622
1520350047.2959163,17,0.43187516927719116
1520350049.7246914,18,0.400390088558197
1520350052.135175,19,0.4176650941371918
1520350054.5445125,20,0.42490944266319275
1520350056.9333723,21,0.4215658903121948
