Wall time,Step,Value
1520351139.5600011,0,0.33240458369255066
1520351141.953567,1,0.36695459485054016
1520351144.374438,2,0.3800501525402069
1520351146.766573,3,0.3892449140548706
1520351149.1548586,4,0.3989969491958618
1520351151.6025987,5,0.40345498919487
1520351153.9904244,6,0.40791305899620056
1520351156.3962264,7,0.4112566113471985
1520351158.819985,8,0.4109779894351959
1520351161.2022924,9,0.414878785610199
1520351163.6014426,10,0.4204513728618622
1520351165.9967968,11,0.43131792545318604
1520351168.382271,12,0.43410420417785645
1520351170.7737095,13,0.4196154773235321
1520351173.164918,14,0.4265812337398529
1520351175.5695374,15,0.42212316393852234
1520351177.9580925,16,0.4324324429035187
1520351180.350831,17,0.42685985565185547
1520351182.7493842,18,0.4335469603538513
1520351185.1354258,19,0.4338255822658539
1520351187.52852,20,0.39537474513053894
1520351189.9171178,21,0.411813884973526
