Wall time,Step,Value
1520422797.202364,0,0.3365840017795563
1520422802.826831,1,0.36556142568588257
1520422808.404903,2,0.3758707046508789
1520422814.304746,3,0.3800501525402069
1520422820.0230021,4,0.3856227397918701
1520422825.671911,5,0.39453887939453125
1520422831.659969,6,0.3911953270435333
1520422837.5226219,7,0.3950961232185364
1520422843.22755,8,0.3976037800312042
1520422850.191471,9,0.4040122628211975
1520422855.96048,10,0.40373364090919495
1520422861.389995,11,0.40456950664520264
1520422866.8095171,12,0.4026191234588623
1520422872.2422788,13,0.4132070243358612
1520422877.657293,14,0.4109779894351959
1520422883.625559,15,0.4140429198741913
1520422890.1542442,16,0.41794371604919434
1520422896.372841,17,0.4062412977218628
1520422901.7784479,18,0.41571468114852905
1520422907.5835788,19,0.41627195477485657
1520422913.446485,20,0.41655057668685913
1520422919.605122,21,0.41655057668685913
1520422926.4417548,22,0.419058233499527
1520422933.5474298,23,0.423237681388855
1520422940.7042198,24,0.419058233499527
1520422947.503943,25,0.4265812337398529
1520422954.0108612,26,0.42351630330085754
