Wall time,Step,Value
1520429304.208672,0,1.6788105964660645
1520429313.781676,1,1.6566441059112549
1520429324.063403,2,1.5982359647750854
1520429333.6030898,3,1.5767561197280884
1520429343.143975,4,1.5653642416000366
1520429352.696943,5,1.5545309782028198
1520429364.80922,6,1.5365327596664429
1520429376.568326,7,1.5253347158432007
1520429387.848703,8,1.518977403640747
1520429401.7222311,9,1.509488582611084
1520429416.014648,10,1.5030089616775513
1520429430.323564,11,1.5112336874008179
1520429448.288843,12,1.4963405132293701
1520429467.768383,13,1.4926038980484009
1520429483.64269,14,1.4867260456085205
1520429500.433503,15,1.489262342453003
1520429516.677016,16,1.487034797668457
1520429533.803712,17,1.4859718084335327
1520429549.1566348,18,1.4812233448028564
1520429566.412256,19,1.4837877750396729
1520429582.5318131,20,1.4810229539871216
1520429598.773607,21,1.4887628555297852
1520429616.798272,22,1.4776233434677124
1520429635.695253,23,1.5061651468276978
1520429651.350992,24,1.4978394508361816
1520429666.3004491,25,1.4895340204238892
1520429681.270679,26,1.4856451749801636
1520429698.3144472,27,1.5006762742996216
1520429715.3664699,28,1.4993181228637695
1520429731.278898,29,1.5021620988845825
1520429748.6379242,30,1.49440598487854
1520429766.2462022,31,1.5024428367614746
1520429781.609408,32,1.51410710811615
1520429797.348785,33,1.5207715034484863
1520429814.029666,34,1.5213812589645386
1520429832.11978,35,1.5166980028152466
1520429847.822142,36,1.515631914138794
1520429859.077214,37,1.5231598615646362
1520429869.287053,38,1.5264739990234375
1520429880.706064,39,1.5327365398406982
1520429893.294446,40,1.5353299379348755
1520429905.222207,41,1.5451161861419678
