Wall time,Step,Value
1520440872.425803,0,5.012510776519775
1520440886.265124,1,4.8631157875061035
1520440907.2714791,2,4.753684043884277
1520440925.953665,3,4.643829345703125
1520440941.1259708,4,4.551730632781982
1520440959.608256,5,4.470860004425049
1520440974.412939,6,4.397130966186523
1520440989.0475688,7,4.307629108428955
1520441004.135085,8,4.242846965789795
1520441020.037515,9,4.18021821975708
1520441036.134604,10,4.114943981170654
1520441050.7833989,11,4.05834436416626
1520441065.3764741,12,3.9872028827667236
1520441080.599735,13,3.9454002380371094
1520441095.263753,14,3.895150899887085
1520441111.0414898,15,3.841797351837158
1520441126.432884,16,3.7983853816986084
1520441142.13861,17,3.7642898559570312
1520441156.9274912,18,3.7234742641448975
1520441172.469768,19,3.6897056102752686
1520441187.8978748,20,3.6501824855804443
1520441203.801284,21,3.6022465229034424
1520441221.19172,22,3.576854705810547
