Wall time,Step,Value
1520425928.370616,0,1.6740658283233643
1520425956.6696541,1,1.6173827648162842
1520425982.922322,2,1.5856077671051025
1520426008.9042711,3,1.567449927330017
1520426032.488599,4,1.5454857349395752
1520426055.684801,5,1.5447568893432617
1520426071.292781,6,1.5541733503341675
1520426085.7249541,7,1.5343531370162964
1520426102.480916,8,1.5499141216278076
1520426120.6322,9,1.5145434141159058
1520426134.898518,10,1.5184428691864014
1520426151.285702,11,1.5317803621292114
1520426167.292535,12,1.4991117715835571
1520426183.795878,13,1.550689935684204
1520426198.8555331,14,1.5569000244140625
1520426215.1489038,15,1.5192651748657227
1520426230.324807,16,1.6217108964920044
1520426245.568974,17,1.5839214324951172
1520426260.4078631,18,1.6282496452331543
1520426274.817145,19,1.6760447025299072
1520426289.293656,20,1.642950177192688
1520426303.803218,21,1.6530017852783203
1520426319.699594,22,1.7447843551635742
