Wall time,Step,Value
1520351139.560087,0,1.69173264503479
1520351141.953642,1,1.6186708211898804
1520351144.3745444,2,1.5903539657592773
1520351146.7666862,3,1.5680949687957764
1520351149.1549435,4,1.5470316410064697
1520351151.602687,5,1.540342926979065
1520351153.9905343,6,1.5217829942703247
1520351156.3963158,7,1.5166943073272705
1520351158.8200717,8,1.5073375701904297
1520351161.2023811,9,1.5153323411941528
1520351163.6015303,10,1.5048680305480957
1520351165.9968882,11,1.5017203092575073
1520351168.382355,12,1.506964087486267
1520351170.7737973,13,1.5485024452209473
1520351173.1650074,14,1.5387228727340698
1520351175.5696242,15,1.5864832401275635
1520351177.9581811,16,1.556723713874817
1520351180.3509197,17,1.566821575164795
1520351182.7494729,18,1.5799726247787476
1520351185.1355243,19,1.6247583627700806
1520351187.5286086,20,1.7741460800170898
1520351189.917205,21,1.6852269172668457
