Wall time,Step,Value
1520425928.3711202,0,0.34299248456954956
1520425956.669971,1,0.3630537688732147
1520425982.9225411,2,0.36974087357521057
1520426008.9044712,3,0.3886876702308655
1520426032.488768,4,0.39871829748153687
1520426055.684971,5,0.3934243619441986
1520426071.293163,6,0.3942602276802063
1520426085.72519,7,0.4084703326225281
1520426102.481091,8,0.4012259542942047
1520426120.6323771,9,0.4095848500728607
1520426134.8987331,10,0.40707719326019287
1520426151.2858958,11,0.3992755711078644
1520426167.292712,12,0.43271106481552124
1520426183.796055,13,0.4196154773235321
1520426198.855828,14,0.4187796115875244
1520426215.149065,15,0.42992475628852844
1520426230.324984,16,0.4151574373245239
1520426245.569173,17,0.4159933030605316
1520426260.408128,18,0.41348564624786377
1520426274.8173351,19,0.396210640668869
1520426289.293826,20,0.4095848500728607
1520426303.803402,21,0.42295902967453003
1520426319.699754,22,0.3872945010662079
