Wall time,Step,Value
1520332891.8580256,0,0.3432711064815521
1520332894.1745853,1,0.35915297269821167
1520332896.5029678,2,0.3702981472015381
1520332898.8416882,3,0.38952353596687317
1520332901.1564245,4,0.39732515811920166
1520332903.455389,5,0.40651991963386536
1520332905.7671542,6,0.414878785610199
1520332908.092816,7,0.4168291985988617
1520332910.4250114,8,0.42351630330085754
1520332912.729824,9,0.42685985565185547
1520332915.0583146,10,0.3892449140548706
1520332917.3911366,11,0.42212316393852234
1520332919.7081976,12,0.4237949252128601
1520332922.042036,13,0.42769575119018555
1520332924.3747633,14,0.4187796115875244
1520332926.702831,15,0.400390088558197
1520332929.0300713,16,0.4310392737388611
1520332931.3492024,17,0.4048481583595276
1520332933.6633785,18,0.41627195477485657
1520332935.9834208,19,0.38339370489120483
