Wall time,Step,Value
1520422345.7484832,0,1.768162727355957
1520422352.289001,1,1.7376562356948853
1520422358.737549,2,1.720347285270691
1520422365.350571,3,1.7088695764541626
1520422372.0563169,4,1.699929118156433
1520422378.689805,5,1.6931116580963135
1520422385.5672672,6,1.6874096393585205
1520422392.557007,7,1.6828725337982178
1520422399.801049,8,1.678810715675354
1520422406.938497,9,1.6754649877548218
1520422414.052437,10,1.6723732948303223
1520422421.1945899,11,1.6696176528930664
1520422430.172792,12,1.667222261428833
1520422440.0641868,13,1.6650110483169556
1520422449.4658601,14,1.6630959510803223
1520422459.1053371,15,1.661268949508667
1520422468.8569741,16,1.6595338582992554
1520422478.614212,17,1.6579502820968628
1520422488.141949,18,1.656514048576355
1520422498.838156,19,1.6552189588546753
1520422508.4781399,20,1.6539398431777954
1520422518.291151,21,1.6527659893035889
1520422528.282825,22,1.651647925376892
1520422537.791733,23,1.6505985260009766
