Wall time,Step,Value
1520440963.851263,0,0.31485092639923096
1520440978.001015,1,0.3025912642478943
1520440993.3503191,2,0.3103928565979004
1520441007.98897,3,0.3315686881542206
1520441023.866754,4,0.3101142346858978
1520441039.487723,5,0.3251602053642273
1520441054.319128,6,0.3181944787502289
1520441068.9371479,7,0.33184731006622314
1520441084.127717,8,0.33379772305488586
1520441099.35071,9,0.338534414768219
1520441114.629024,10,0.3432711064815521
1520441130.4978108,11,0.3329618275165558
1520441146.412435,12,0.3455001413822174
1520441161.534882,13,0.3279465138912201
1520441177.254892,14,0.34661465883255005
1520441192.801884,15,0.3432711064815521
1520441211.539319,16,0.34661465883255005
1520441226.802319,17,0.3496795892715454
1520441237.654161,18,0.3505154550075531
1520441247.210377,19,0.34940093755722046
1520441257.424623,20,0.3510727286338806
